DATE_TIME	TIMESTAMP	HEART_RATE	CADENCE	SPEED_SENSOR	SPEED_GPS	SPEED_SMOOTHED	PRESSURE	TEMPERATURE	LATITUDE_6	LONGITUDE_6	ACCURACY_GPS	ALTITUDE_GPS	ALTITUDE_BARO	ALTITUDE_SMOOTHED	DISTANCE_SENSOR	DISTANCE_GPS	BEARING	SLOPE_GPS	SLOPE_SMOOTHED	V_SPEED_GPS	V_SPEED_SMOOTHED
2023-02-03T18:15:13+0100	1675444513874	108																			
2023-02-03T18:15:15+0100	1675444515124	108																			
2023-02-03T18:15:16+0100	1675444516374	108																			
2023-02-03T18:15:17+0100	1675444517624	107																			
2023-02-03T18:15:18+0100	1675444518874	107																			
2023-02-03T18:15:20+0100	1675444520124	107																			
2023-02-03T18:15:21+0100	1675444521374	107																			
2023-02-03T18:15:22+0100	1675444522624	105																			
2023-02-03T18:15:23+0100	1675444523874	105																			
2023-02-03T18:15:25+0100	1675444525124	107																			
2023-02-03T18:15:26+0100	1675444526374	107																			
2023-02-03T18:15:27+0100	1675444527624	108																			
2023-02-03T18:15:28+0100	1675444528874	108																			
2023-02-03T18:15:30+0100	1675444530124	105																			
2023-02-03T18:15:31+0100	1675444531374	103																			
2023-02-03T18:15:32+0100	1675444532624	101																			
2023-02-03T18:15:33+0100	1675444533874	100																			
2023-02-03T18:15:35+0100	1675444535124	98																			
2023-02-03T18:15:36+0100	1675444536374	98																			
2023-02-03T18:15:37+0100	1675444537624	98																			
2023-02-03T18:15:38+0100	1675444538874	97																			
2023-02-03T18:15:40+0100	1675444540124	96																			
2023-02-03T18:15:41+0100	1675444541374	95																			
2023-02-03T18:15:42+0100	1675444542624	95																			
2023-02-03T18:15:43+0100	1675444543874	94																			
2023-02-03T18:15:45+0100	1675444545124	94																			
2023-02-03T18:15:46+0100	1675444546374	94																			
2023-02-03T18:15:47+0100	1675444547624	95																			
2023-02-03T18:15:48+0100	1675444548874	94																			
2023-02-03T18:15:50+0100	1675444550124	94																			
2023-02-03T18:15:51+0100	1675444551374	94																			
2023-02-03T18:15:52+0100	1675444552624	94																			
2023-02-03T18:15:53+0100	1675444553874	93																			
2023-02-03T18:15:55+0100	1675444555124	93																			
2023-02-03T18:15:56+0100	1675444556374	92																			
2023-02-03T18:15:57+0100	1675444557624	92																			
2023-02-03T18:15:58+0100	1675444558874	92																			
2023-02-03T18:16:00+0100	1675444560124	93																			
2023-02-03T18:16:01+0100	1675444561374	93																			
2023-02-03T18:16:02+0100	1675444562624	93																			
2023-02-03T18:16:03+0100	1675444563874	91																			
2023-02-03T18:16:05+0100	1675444565124	91																			
2023-02-03T18:16:06+0100	1675444566374	89																			
2023-02-03T18:16:07+0100	1675444567624	88																			
2023-02-03T18:16:08+0100	1675444568874	89																			
2023-02-03T18:16:10+0100	1675444570124	90																			
2023-02-03T18:16:11+0100	1675444571374	92																			
2023-02-03T18:16:12+0100	1675444572624	93																			
2023-02-03T18:16:13+0100	1675444573874	94																			
2023-02-03T18:16:15+0100	1675444575124	94																			
2023-02-03T18:16:16+0100	1675444576374	95																			
2023-02-03T18:16:17+0100	1675444577624	95																			
2023-02-03T18:16:18+0100	1675444578874	96																			
2023-02-03T18:16:20+0100	1675444580124	96																			
2023-02-03T18:16:21+0100	1675444581374	96																			
2023-02-03T18:16:22+0100	1675444582624	96																			
2023-02-03T18:16:23+0100	1675444583874	94																			
2023-02-03T18:16:25+0100	1675444585124	94																			
2023-02-03T18:16:26+0100	1675444586374	94																			
2023-02-03T18:16:27+0100	1675444587624	94																			
2023-02-03T18:16:28+0100	1675444588874	95																			
2023-02-03T18:16:30+0100	1675444590124	95																			
2023-02-03T18:16:31+0100	1675444591374	95																			
2023-02-03T18:16:32+0100	1675444592624	95																			
2023-02-03T18:16:33+0100	1675444593874	95																			
2023-02-03T18:16:35+0100	1675444595124	95																			
2023-02-03T18:16:36+0100	1675444596374	94																			
2023-02-03T18:16:37+0100	1675444597624	94																			
2023-02-03T18:16:38+0100	1675444598874	93																			
2023-02-03T18:16:40+0100	1675444600124	93																			
2023-02-03T18:16:41+0100	1675444601374	93																			
2023-02-03T18:16:42+0100	1675444602624	92																			
2023-02-03T18:16:43+0100	1675444603874	92																			
2023-02-03T18:16:45+0100	1675444605124	92																			
2023-02-03T18:16:46+0100	1675444606374	92																			
2023-02-03T18:16:47+0100	1675444607624	92																			
2023-02-03T18:16:48+0100	1675444608874	90																			
2023-02-03T18:16:50+0100	1675444610124	90																			
2023-02-03T18:16:51+0100	1675444611374	88																			
2023-02-03T18:16:52+0100	1675444612624	86																			
2023-02-03T18:16:53+0100	1675444613874	85																			
2023-02-03T18:16:55+0100	1675444615124	85																			
2023-02-03T18:16:56+0100	1675444616374	86																			
2023-02-03T18:16:57+0100	1675444617624	89																			
2023-02-03T18:16:58+0100	1675444618874	90																			
2023-02-03T18:17:00+0100	1675444620124	90																			
2023-02-03T18:17:01+0100	1675444621374	89																			
2023-02-03T18:17:02+0100	1675444622624	87																			
2023-02-03T18:17:03+0100	1675444623874	87																			
2023-02-03T18:17:05+0100	1675444625124	84																			
2023-02-03T18:17:06+0100	1675444626374	83																			
2023-02-03T18:17:07+0100	1675444627624	83																			
2023-02-03T18:17:08+0100	1675444628874	84																			
2023-02-03T18:17:10+0100	1675444630124	85																			
2023-02-03T18:17:11+0100	1675444631374	87																			
2023-02-03T18:17:12+0100	1675444632624	87																			
2023-02-03T18:17:13+0100	1675444633874	87																			
2023-02-03T18:17:15+0100	1675444635124	88																			
2023-02-03T18:17:16+0100	1675444636374	87																			
2023-02-03T18:17:17+0100	1675444637624	87																			
2023-02-03T18:17:18+0100	1675444638874	88																			
2023-02-03T18:17:20+0100	1675444640124	88																			
2023-02-03T18:17:21+0100	1675444641374	87																			
2023-02-03T18:17:22+0100	1675444642624	87																			
2023-02-03T18:17:23+0100	1675444643874	85																			
2023-02-03T18:17:25+0100	1675444645124	85																			
2023-02-03T18:17:26+0100	1675444646374	85																			
2023-02-03T18:17:27+0100	1675444647624	85																			
2023-02-03T18:17:28+0100	1675444648874	86																			
2023-02-03T18:17:30+0100	1675444650124	86																			
2023-02-03T18:17:31+0100	1675444651374	89																			
2023-02-03T18:17:32+0100	1675444652624	90																			
2023-02-03T18:17:33+0100	1675444653874	90																			
2023-02-03T18:17:35+0100	1675444655124	91																			
2023-02-03T18:17:36+0100	1675444656374	91																			
2023-02-03T18:17:37+0100	1675444657624	90																			
2023-02-03T18:17:38+0100	1675444658874	87																			
2023-02-03T18:17:40+0100	1675444660124	84																			
2023-02-03T18:17:41+0100	1675444661374	82																			
2023-02-03T18:17:42+0100	1675444662624	81																			
2023-02-03T18:17:43+0100	1675444663874	82																			
2023-02-03T18:17:45+0100	1675444665124	82																			
2023-02-03T18:17:46+0100	1675444666374																				
2023-02-03T18:17:47+0100	1675444667624	84																			
2023-02-03T18:17:48+0100	1675444668874	84																			
2023-02-03T18:17:50+0100	1675444670124	88																			
2023-02-03T18:17:51+0100	1675444671374	88																			
2023-02-03T18:17:52+0100	1675444672624	88																			
2023-02-03T18:17:53+0100	1675444673874	88																			
2023-02-03T18:17:55+0100	1675444675124	87																			
2023-02-03T18:17:56+0100	1675444676374	87																			
2023-02-03T18:17:57+0100	1675444677624	86																			
2023-02-03T18:17:58+0100	1675444678874	86																			
2023-02-03T18:18:00+0100	1675444680124	85																			
2023-02-03T18:18:01+0100	1675444681374	85																			
2023-02-03T18:18:02+0100	1675444682624	84																			
2023-02-03T18:18:03+0100	1675444683874	84																			
2023-02-03T18:18:05+0100	1675444685124	84																			
2023-02-03T18:18:06+0100	1675444686374																				
2023-02-03T18:18:07+0100	1675444687624																				
2023-02-03T18:18:08+0100	1675444688874	84																			
2023-02-03T18:18:10+0100	1675444690124	84																			
2023-02-03T18:18:11+0100	1675444691374	84																			
2023-02-03T18:18:12+0100	1675444692624	85																			
2023-02-03T18:18:13+0100	1675444693874	85																			
2023-02-03T18:18:15+0100	1675444695124	85																			
2023-02-03T18:18:16+0100	1675444696374	85																			
2023-02-03T18:18:17+0100	1675444697624																				
2023-02-03T18:18:18+0100	1675444698874																				
2023-02-03T18:18:20+0100	1675444700124	84																			
2023-02-03T18:18:21+0100	1675444701374	84																			
2023-02-03T18:18:22+0100	1675444702624	81																			
2023-02-03T18:18:23+0100	1675444703874	80																			
2023-02-03T18:18:25+0100	1675444705124	82																			
2023-02-03T18:18:26+0100	1675444706374	82																			
2023-02-03T18:18:27+0100	1675444707624	83																			
2023-02-03T18:18:28+0100	1675444708874	84																			
2023-02-03T18:18:30+0100	1675444710124	84																			
2023-02-03T18:18:31+0100	1675444711374	84																			
2023-02-03T18:18:32+0100	1675444712624	84																			
2023-02-03T18:18:33+0100	1675444713874	83																			
2023-02-03T18:18:35+0100	1675444715124	83																			
2023-02-03T18:18:36+0100	1675444716374	83																			
2023-02-03T18:18:37+0100	1675444717624	83																			
2023-02-03T18:18:38+0100	1675444718874	83																			
2023-02-03T18:18:40+0100	1675444720124	83																			
2023-02-03T18:18:41+0100	1675444721374	84																			
2023-02-03T18:18:42+0100	1675444722624	84																			
2023-02-03T18:18:43+0100	1675444723874	87																			
2023-02-03T18:18:45+0100	1675444725124	87																			
2023-02-03T18:18:46+0100	1675444726374	87																			
2023-02-03T18:18:47+0100	1675444727624	87																			
2023-02-03T18:18:48+0100	1675444728874	87																			
2023-02-03T18:18:50+0100	1675444730124	93																			
2023-02-03T18:18:51+0100	1675444731374	93																			
2023-02-03T18:18:52+0100	1675444732624	98																			
2023-02-03T18:18:53+0100	1675444733874	99																			
2023-02-03T18:18:55+0100	1675444735124	102																			
2023-02-03T18:18:56+0100	1675444736374	103																			
2023-02-03T18:18:57+0100	1675444737624	102																			
2023-02-03T18:18:58+0100	1675444738874	102																			
2023-02-03T18:19:00+0100	1675444740124	102																			
2023-02-03T18:19:01+0100	1675444741374	102																			
2023-02-03T18:19:02+0100	1675444742624	104																			
2023-02-03T18:19:03+0100	1675444743874	107																			
2023-02-03T18:19:05+0100	1675444745124	111																			
2023-02-03T18:19:06+0100	1675444746374	111																			
2023-02-03T18:19:07+0100	1675444747624	111																			
2023-02-03T18:19:08+0100	1675444748874	110																			
2023-02-03T18:19:10+0100	1675444750124	110																			
2023-02-03T18:19:11+0100	1675444751374	108																			
2023-02-03T18:19:12+0100	1675444752624	108																			
2023-02-03T18:19:13+0100	1675444753874	109																			
2023-02-03T18:19:15+0100	1675444755124	109																			
2023-02-03T18:19:16+0100	1675444756374	110																			
2023-02-03T18:19:17+0100	1675444757624	110																			
2023-02-03T18:19:18+0100	1675444758874	109																			
2023-02-03T18:19:20+0100	1675444760124	109																			
2023-02-03T18:19:21+0100	1675444761374	107																			
2023-02-03T18:19:22+0100	1675444762624	107																			
2023-02-03T18:19:23+0100	1675444763874	107																			
2023-02-03T18:19:25+0100	1675444765124	107																			
2023-02-03T18:19:26+0100	1675444766374	107																			
2023-02-03T18:19:27+0100	1675444767624	107																			
2023-02-03T18:19:28+0100	1675444768874	108																			
2023-02-03T18:19:30+0100	1675444770124	107																			
2023-02-03T18:19:31+0100	1675444771374	107																			
2023-02-03T18:19:32+0100	1675444772624	105																			
2023-02-03T18:19:33+0100	1675444773874	102																			
2023-02-03T18:19:35+0100	1675444775124	99																			
2023-02-03T18:19:36+0100	1675444776374	97																			
2023-02-03T18:19:37+0100	1675444777624	95																			
2023-02-03T18:19:38+0100	1675444778874	95																			
2023-02-03T18:19:40+0100	1675444780124	93																			
2023-02-03T18:19:41+0100	1675444781374	93																			
2023-02-03T18:19:42+0100	1675444782624	92																			
2023-02-03T18:19:43+0100	1675444783874	91																			
2023-02-03T18:19:45+0100	1675444785124	91																			
2023-02-03T18:19:46+0100	1675444786374	89																			
2023-02-03T18:19:47+0100	1675444787624	88																			
2023-02-03T18:19:48+0100	1675444788874	87																			
2023-02-03T18:19:50+0100	1675444790124	87																			
2023-02-03T18:19:51+0100	1675444791374	87																			
2023-02-03T18:19:52+0100	1675444792624	87																			
2023-02-03T18:19:53+0100	1675444793874	87																			
2023-02-03T18:19:55+0100	1675444795124	87																			
2023-02-03T18:19:56+0100	1675444796374	86																			
2023-02-03T18:19:57+0100	1675444797624	86																			
2023-02-03T18:19:58+0100	1675444798874	87																			
2023-02-03T18:20:00+0100	1675444800124	88																			
2023-02-03T18:20:01+0100	1675444801374	88																			
2023-02-03T18:20:02+0100	1675444802624	89																			
2023-02-03T18:20:03+0100	1675444803874	89																			
2023-02-03T18:20:05+0100	1675444805124	88																			
2023-02-03T18:20:06+0100	1675444806374	86																			
2023-02-03T18:20:07+0100	1675444807624	85																			
2023-02-03T18:20:08+0100	1675444808874	84																			
2023-02-03T18:20:10+0100	1675444810124	86																			
2023-02-03T18:20:11+0100	1675444811374	86																			
2023-02-03T18:20:12+0100	1675444812624	91																			
2023-02-03T18:20:13+0100	1675444813874	93																			
2023-02-03T18:20:15+0100	1675444815124	94																			
2023-02-03T18:20:16+0100	1675444816374	93																			
2023-02-03T18:20:17+0100	1675444817624	93																			
2023-02-03T18:20:18+0100	1675444818874	92																			
2023-02-03T18:20:20+0100	1675444820124	92																			
2023-02-03T18:20:21+0100	1675444821374	93																			
2023-02-03T18:20:22+0100	1675444822624	96																			
2023-02-03T18:20:23+0100	1675444823874	97																			
2023-02-03T18:20:25+0100	1675444825124	97																			
2023-02-03T18:20:26+0100	1675444826374	98																			
2023-02-03T18:20:27+0100	1675444827624	100																			
2023-02-03T18:20:28+0100	1675444828874	102																			
2023-02-03T18:20:30+0100	1675444830124	102																			
2023-02-03T18:20:31+0100	1675444831374	101																			
2023-02-03T18:20:32+0100	1675444832624	102																			
2023-02-03T18:20:33+0100	1675444833874	104																			
2023-02-03T18:20:35+0100	1675444835124	105																			
2023-02-03T18:20:36+0100	1675444836374	107																			
2023-02-03T18:20:37+0100	1675444837624	108																			
2023-02-03T18:20:38+0100	1675444838874	108																			
2023-02-03T18:20:40+0100	1675444840124	108																			
2023-02-03T18:20:41+0100	1675444841374	107																			
2023-02-03T18:20:42+0100	1675444842624	106																			
2023-02-03T18:20:43+0100	1675444843874	106																			
2023-02-03T18:20:45+0100	1675444845124	106																			
2023-02-03T18:20:46+0100	1675444846374	106																			
2023-02-03T18:20:47+0100	1675444847624	106																			
2023-02-03T18:20:48+0100	1675444848874	105																			
2023-02-03T18:20:50+0100	1675444850124	103																			
2023-02-03T18:20:51+0100	1675444851374	102																			
2023-02-03T18:20:52+0100	1675444852624	102																			
2023-02-03T18:20:53+0100	1675444853874	103																			
2023-02-03T18:20:55+0100	1675444855124	104																			
2023-02-03T18:20:56+0100	1675444856374	104																			
2023-02-03T18:20:57+0100	1675444857624	105																			
2023-02-03T18:20:58+0100	1675444858874	105																			
2023-02-03T18:21:00+0100	1675444860124	105																			
2023-02-03T18:21:01+0100	1675444861374	105																			
2023-02-03T18:21:02+0100	1675444862624	104																			
2023-02-03T18:21:03+0100	1675444863874	103																			
2023-02-03T18:21:05+0100	1675444865124	102																			
2023-02-03T18:21:06+0100	1675444866374	102																			
2023-02-03T18:21:07+0100	1675444867624	101																			
2023-02-03T18:21:08+0100	1675444868874	100																			
2023-02-03T18:21:10+0100	1675444870124	100																			
2023-02-03T18:21:11+0100	1675444871374	98																			
2023-02-03T18:21:12+0100	1675444872624	96																			
2023-02-03T18:21:13+0100	1675444873874	94																			
2023-02-03T18:21:15+0100	1675444875124	93																			
2023-02-03T18:21:16+0100	1675444876374	91																			
2023-02-03T18:21:17+0100	1675444877624	91																			
2023-02-03T18:21:18+0100	1675444878874	92																			
2023-02-03T18:21:20+0100	1675444880124	91																			
2023-02-03T18:21:21+0100	1675444881374	89																			
2023-02-03T18:21:22+0100	1675444882624	87																			
2023-02-03T18:21:23+0100	1675444883874	84																			
2023-02-03T18:21:25+0100	1675444885124	83																			
2023-02-03T18:21:26+0100	1675444886374	83																			
2023-02-03T18:21:27+0100	1675444887624	84																			
2023-02-03T18:21:28+0100	1675444888874	86																			
2023-02-03T18:21:30+0100	1675444890124	87																			
2023-02-03T18:21:31+0100	1675444891374	87																			
2023-02-03T18:21:32+0100	1675444892624	85																			
2023-02-03T18:21:33+0100	1675444893874	84																			
2023-02-03T18:21:35+0100	1675444895124	85																			
2023-02-03T18:21:36+0100	1675444896374	85																			
2023-02-03T18:21:37+0100	1675444897624	87																			
2023-02-03T18:21:38+0100	1675444898874	87																			
2023-02-03T18:21:40+0100	1675444900124	88																			
2023-02-03T18:21:41+0100	1675444901374	89																			
2023-02-03T18:21:42+0100	1675444902624	89																			
2023-02-03T18:21:43+0100	1675444903874	89																			
2023-02-03T18:21:45+0100	1675444905124	89																			
2023-02-03T18:21:46+0100	1675444906374	88																			
2023-02-03T18:21:47+0100	1675444907624	87																			
2023-02-03T18:21:48+0100	1675444908874	85																			
2023-02-03T18:21:50+0100	1675444910124	85																			
2023-02-03T18:21:51+0100	1675444911374	87																			
2023-02-03T18:21:52+0100	1675444912624	89																			
2023-02-03T18:21:53+0100	1675444913874	91																			
2023-02-03T18:21:55+0100	1675444915124	93																			
2023-02-03T18:21:56+0100	1675444916374	93																			
2023-02-03T18:21:57+0100	1675444917624	94																			
2023-02-03T18:21:58+0100	1675444918874	96																			
2023-02-03T18:22:00+0100	1675444920124	96																			
2023-02-03T18:22:01+0100	1675444921374	98																			
2023-02-03T18:22:02+0100	1675444922624	99																			
2023-02-03T18:22:03+0100	1675444923874	100																			
2023-02-03T18:22:05+0100	1675444925124	102																			
2023-02-03T18:22:06+0100	1675444926374	104																			
